resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00001232.pdf,Early Automobile,305.84 KB,Early Automobile,,Early Automobile.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6365/0,,,,,,,01232,Vol. 31,Early Automobile,,,
00001233.pdf,Freeman Home,347.61 KB,Freeman Home,,Freeman Home.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6366/0,,,,,,,01233,Vol. 31,Freeman Home,,,
00001234.pdf,House,333.99 KB,House,,House.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6367/0,,,,,,,01234,Vol. 31,House    ,,House    ,
00001235.pdf,Woman in Car at Cemetary,328.33 KB,Woman in Car at Cemetary,,Woman in Car at Cemetary.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6368/0,,,,,,,01235,Vol. 31,Woman in Car at Cemetary,,,
00001236.pdf,Group photograph with horses and carriages,242.83 KB,Group photograph with horses and carriages,,Group photograph with horses and carriages.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6369/0,,,,,,,01236,Vol. 31,Group Photograph,,Group Photograph,
00001237.pdf,"Hudson Lumber Company, Log Chute, ca 1890",210.47 KB,"Hudson Lumber Company, Log Chute, ca 1890",,"Hudson Lumber Company, Log Chute, ca 1890.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6370/0,,,,1890,,,01237,Vol. 31,"Hudson Lumber Company, Log Chute, ca 1890",,,
00001238.pdf,"Freeman Drug Store, 1931",355.82 KB,"Freeman Drug Store, 1931",,"Freeman Drug Store, 1931.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6371/0,,,,1931,,,01238,Vol. 31,"Freeman Drug Store, 1931",,,
00001239.pdf,"Home of Benjamin F. Mason, May 1, 1939",221.45 KB,"Home of Benjamin F. Mason, May 1, 1939",,"Home of Benjamin F. Mason, May 1, 1939.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6372/0,,,1239,1939,10D623,16,01239,Vol. 31,"Home of Benjamin F. Mason, May 1, 1939",,,
00001240.pdf,Freeman Drug Store,203.38 KB,Freeman Drug Store,,"Freeman Drugstore located on the southeast corner of E. 14th Street and Dutton Avenue. Also shown are Dr. Courtis Swallow, Dentist, Dutton Lunch and Quality Meat.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6373/0,,,,,,,01240,Vol. 31,"Freeman Drug Store, Dr. Courtis Swallow, Dentist",,"Freeman Drug Store, Dr. Courtis Swallow, Dentist",
00001241.pdf,"Freeman Drug Store, ca 1930",264.46 KB,"Freeman Drug Store, ca 1930",,"Freeman Drug Store, ca 1930.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6374/0,,,,1930,,,01241,Vol. 32,"Freeman Drug Store, ca 1930",,,
00001242.pdf,Casa Peralta,206.55 KB,Casa Peralta,,Casa Peralta.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6375/0,,,1242,1939,13D625,5,01242,Vol. 32,Casa Peralta   ,,Casa Peralta   ,
00001243.pdf,Estudillo House,556.47 KB,Estudillo House,,Estudillo House.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6376/0,,,,,,,01243,Vol. 32,Estudillo House,,,
00001244.pdf,Caterpillar Manufacturing Company office on Davis Street,286.72 KB,Caterpillar Manufacturing Company office on Davis Street,,Caterpillar Manufacturing Company offices formerly on Davis Street. Caterpillar water tower and smoke stack from steam plant in background.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6377/0,,,,,,,01244,Vol. 32,Caterpillar Manufacturing Company,,,
00001245.pdf,San Leandro Street Scene,318.98 KB,San Leandro Street Scene,,San Leandro Street Scene.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6378/0,,,,,,,01245,Vol. 32,San Leandro Street Scene,,,
00001246.pdf,School Playground,309.89 KB,School Playground,,School Playground.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6379/0,,,,,,,01246,Vol. 32,School Playground,,,
00001247.pdf,Douplex,253.55 KB,Douplex,,Douplex or duplex house numbered 425 and 427.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6380/0,,,,,,,01247,Vol. 32,Douplex,,,
00001248.pdf,"San Leandro Plaza, ca 1930",160.72 KB,"San Leandro Plaza, ca 1930",,"Pictured are Karl's Shoes, Nu-Way Cleaners, Hinks, J.W. Woolworth's, and Safeway.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6381/0,,,,1930,,,01248,Vol. 32,"San Leandro Plaza, ca 1930",,,
00001249.pdf,Lake Chabot,146.09 KB,Lake Chabot,,Lake Chabot.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6382/0,,,,,,,01249,Vol. 32,Lake Chabot  ,,Lake Chabot  ,
00001250.pdf,NR,236.90 KB,NR,,Vol. 32.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6383/0,,,,,,,01250,Vol. 32,NR,,,
00001251.pdf,Carmel Mission,379.60 KB,Carmel Mission,,Carmel Mission.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6384/0,,,,,,,01251,Vol. 32,Carmel Mission,,,
00001252.pdf,San Francisco Float at San Leandro Plaza,378.52 KB,San Francisco Float at San Leandro Plaza,,Chop Suey Cafe and Meat Market in background.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6385/0,,,,,,,01252,Vol. 32,San Francisco Float at San Leandro Plaza,,,
00001253.pdf,NR,345.31 KB,NR,,Vol. 32.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6386/0,,,,,,,01253,Vol. 32,NR,,,
00001254.pdf,Portrait of L.J. Freeman and Mrs. L.J. Freeman,193.34 KB,Portrait of L.J. Freeman and Mrs. L.J. Freeman,,Portrait of L.J. Freeman and Mrs. L.J. Freeman.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6387/0,,,,,,,01254,Vol. 32,Portrait of L.J. Freeman and Mrs. L.J. Freeman,,,
00001255.pdf,Portrait of Freeman's Friends,307.77 KB,Portrait of Freeman's Friends,,Portrait of Freeman's Friends.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6388/0,,,,,,,01255,Vol. 32,Portrait of Freeman's Friends,,,
00001256.pdf,"Deed from Ignacio Peralta to J. Haas, April 4, 1856",196.06 KB,"Deed from Ignacio Peralta to J. Haas, April 4, 1856",,"Deed from Ignacio Peralta to J. Haas, April 4, 1856.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6389/0,,,,1856,,,01256,Vol. 32,"Deed from Ignacio Peralta to J. Haas, April 4, 1856",,,
00001257.pdf,"Lillie Davis, Daughter of William H. Davis",185.29 KB,"Lillie Davis, Daughter of William H. Davis",,"Lillie Davis, Daughter of William H. Davis.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6390/0,,,,,,,01257,Vol. 32,Daughter of Wm. H. Davis,,Daughter of Wm. H. Davis,
00001259.pdf,City Plaza Fountain,164.30 KB,City Plaza Fountain,,Fountain at San Leandro Plaza.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6391/0,,,,,,,01259,Vol. 32,City Plaza Fountain,,,
00001260.pdf,San Leandro City Hall Under Construction,211.27 KB,San Leandro City Hall Under Construction,,San Leandro City Hall Under Construction.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6392/0,,,,,,,01260,Vol. 32,San Leandro City Hall Under Construction,,,
00001261.pdf,"Dr. Marsh Home, Contra Costa County",338.30 KB,"Dr. Marsh Home, Contra Costa County",,"Dr. Marsh Home, Contra Costa County.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6393/0,,,,,,,01261,Vol. 32,"Dr. Marsh Home, Contra Costa County",,,
00001262.pdf,"Business District, E.14th and Estudillo",238.68 KB,"Business District, E.14th and Estudillo",,"Shown in picture are bank, Thomas Drugs, and Acme Beer and Ale truck.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6394/0,,,,,,,01262,Vol. 32,"Business District, E.14th and Estudillo",,,
00001263.pdf,"Leslie J. Freeman, 1912",228.15 KB,"Leslie J. Freeman, 1912",,"Leslie J. Freeman, 1912.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6395/0,,,,1912,,,01263,Vol. 32,"Leslie J. Freeman, 1912",,,
00001264.pdf,"Mrs. J. R. Freeman, 1930",256.41 KB,"Mrs. J. R. Freeman, 1930",,"L.J. Freeman's mother, 34 Oakes Blvd., San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6396/0,,,,1930,,,01264,Vol. 32,"Mrs. J. R. Freeman, 1930",,,
00001265.pdf,Catholic Church Diamond Jubilee,299.66 KB,Catholic Church Diamond Jubilee,,Two ladies are descendants of Joaquin Estudillo.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6397/0,,,1265,1938,23D623,36,01265,Vol. 32,Catholic Church Diamond Jubilee,,,
00001266.pdf,Charles H. Cushing's Daughters and Miss Lily Davis,357.81 KB,Charles H. Cushing's Daughters and Miss Lily Davis,,"Agnes Cushing, born 1874; Lillie Davis, daughter of William H. Davis; Lucy Cushing, probably born after 1874; Cushing girls were daughters of Charles and Maria Dolores (Estudillo) Cushing.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6398/0,,,,1874,,,01266,Vol. 32,Charles H. Cushing's Daughters and Miss Lily Davis,,,
00001267.pdf,Washington Grammar School,153.04 KB,Washington Grammar School,,Washington Elementary School. Dutton Avenue. Principal was R. Banta.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6399/0,,,,,,,01267,Vol. 32,Washington Grammer School,,Washington Grammer School,
00001268.pdf,"P. E. Edmundson, ca 1866",165.26 KB,"P. E. Edmundson, ca 1866",,"P. E. Edmundson, ca 1866.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6400/0,,,,1866,,,01268,Vol. 32,"P. E. Edmundson, ca 1866",,,
00001269.pdf,J. R. Freeman,226.93 KB,J. R. Freeman,,"J.R. Freeman, his sister, Mrs. Libbey Highlands, and her two children.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6401/0,,,,,,,01269,Vol. 32,J. R. Freeman,,,
00001270.pdf,Catholic Church Diamond Jubilee Parade,299.54 KB,Catholic Church Diamond Jubilee Parade,,"Chief of Police, Joseph F. Peralta. In background is San Leandro City Hall.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6402/0,,,,,,,01270,Vol. 32,Catholic Church Diamond Jubilee Parade,,,
00001271.pdf,Portrait,276.12 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6403/0,,,,,,,01271,Vol. 32,Portrait,,,
00001272.pdf,Portrait,201.23 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6404/0,,,,,,,01272,Vol. 32,Portrait,,,
00001273.pdf,Portrait,256.03 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6405/0,,,,,,,01273,Vol. 32,Portrait,,,
00001274.pdf,Portrait,255.05 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6406/0,,,,,,,01274,Vol. 32,Portrait,,,
00001275.pdf,Portrait,325.62 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6407/0,,,,,,,01275,Vol. 32,Portrait,,,
00001276.pdf,Portrait,346.24 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6408/0,,,,,,,01276,Vol. 32,Portrait,,,
00001277.pdf,SF and ARR Train,310.62 KB,SF and ARR Train,,SF and ARR Train.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6409/0,,,,,,,01277,Vol. 32,SF & ARR Train,,SF & ARR Train,
00001278.pdf,Railroad Scene,344.29 KB,Railroad Scene,,Railroad Scene.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6410/0,,,,,,,01278,Vol. 32,Railroad Scene,,,
00001279.pdf,Portrait,313.69 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6411/0,,,,,,,01279,Vol. 32,Portrait,,,
00001280.pdf,"Oyster and Chophouse, ca 1910",396.88 KB,"Oyster and Chophouse, ca 1910",,"Oyster and Chophouse, ca 1910.",Silva,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6412/0,,,,1910,,,01280,Vol. 32,"Oyster and Chophouse, ca 1910",,,
00001281.pdf,"V.J. Facha Shoe Store, 117 Davis Street, before World War I",374.34 KB,"V.J. Facha Shoe Store, 117 Davis Street, before World War I",,"Third from left, V.J. Facha; then John Nicholas. Shop was next door to American Express and to the barber shop owned by Mr. Machado.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6413/0,,,,,,,01281,Vol. 33,"V.J. Facha Shoe Store, 117 Davis Street, before World War I",,,
00001282.pdf,"Wells Fargo Bank Building, ca 1970",252.99 KB,"Wells Fargo Bank Building, ca 1970",,"Corner of East 14th and Estudillo. Formerly American Trust Building, site of soon-to-be-build Wells Fargo Bank.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6414/0,,,1282,1970,16D825,12,01282,Vol. 33,"Wells Fargo Bank Building, ca 1970",,,
00001283.pdf,Two Ladies and a Gentleman,227.87 KB,Two Ladies and a Gentleman,,Appears to be a picnic.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6415/0,,,,,,,01283,Vol. 33,Two Ladies and a Gentleman,,,
00001284.pdf,Two Women,299.21 KB,Two Women,,Two Women.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6416/0,,,,,,,01284,Vol. 33,Two Women,,,
00001285.pdf,Lighthouse and Farm,334.84 KB,Lighthouse and Farm,,Lighthouse and Farm.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6417/0,,,,,,,01285,Vol. 33,Lighthouse and Farm,,,
00001286.pdf,Two Men on Wagon,340.28 KB,Two Men on Wagon,,Two Men on Wagon.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6418/0,,,,,,,01286,Vol. 33,Two Men on Wagon,,,
00001287.pdf,Lighthouse,195.17 KB,Lighthouse,,Lighthouse.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6419/0,,,,,,,01287,Vol. 33,Lighthouse   ,,Lighthouse   ,
00001288.pdf,986 Hesperian,352.85 KB,986 Hesperian,,"Looking toward East 14th Street, before General Foods bought it.",Dagmar Johnson,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6420/0,,,,,,,01288,Vol. 33,986 Hesperian,,,
00001289.pdf,California PCC,306.03 KB,California PCC,,"Located in San Lorenzo by old SF depot, called San Lorenzo Cannery. Mr. and Mrs. Tom Duffy on step.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6421/0,,,,,,,01289,Vol. 33,"California PCC (Preserving Co.), 1906",,"California PCC (Preserving Co.), 1906",
00001290.pdf,"Drayage Wagon and Driver, ca 1900",329.01 KB,"Drayage Wagon and Driver, ca 1900",,"Taken at East 14th near old covered bridge, where the Bank of California is located. The wagon belonged to Fred Smith Feed and Furl Co. (Smith's son worked at Motor Vehicle Department). J.S. Alver was the driver.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6422/0,,,,1900,,,01290,Vol. 33,"Drayage Wagon and Driver, ca 1900",,,
00001291.pdf,"J. S. Alves Family Home, 14350 Washington Ave.",363.40 KB,"J. S. Alves Family Home, 14350 Washington Ave.",,"J. S. Alves Family Home, 14350 Washington Ave.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6423/0,,,1291,1900,10D723,18,01291,Vol. 33,"J. S. Alves Family Home, 14350 Washington Ave.",,,
00001292.pdf,"Electric Train, probably at San Lorenzo Grove",267.76 KB,"Electric Train, probably at San Lorenzo Grove",,"Electric Train, probably at San Lorenzo Grove.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6424/0,,,,,,,01292,Vol. 33,"Electric Train, Probably at San Lorenzo Grove",,"Electric Train, Probably at San Lorenzo Grove",
00001293.pdf,Antiques from Harry Kraus,746.13 KB,Antiques from Harry Kraus,,Antiques from Harry Kraus.,Neavill,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6425/0,,,,,,,01293,Vol. 33,Antiques from Harry Kraus,,,
00001294.pdf,Harry Kraus Antique Collection,450.27 KB,Harry Kraus Antique Collection,,Bottles including Columbia Horse Colic Cure.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6426/0,,,,,,,01294,Vol. 33,Harry Kraus Antique Collection,,,
00001295.pdf,Harry Kraus Antique Collection,413.95 KB,Harry Kraus Antique Collection,,"Bottles including Franco Battery, Columbia Horse Colic Cure, Mutual Butter.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6427/0,,,,,,,01295,Vol. 33,Harry Kraus Antique Collection,,,
00001296.pdf,Nine Children,187.95 KB,Nine Children,,Nine Children.,Neavill,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6428/0,,,,,,,01296,Vol. 33,Nine Children,,,
00001297.pdf,"Family Group, Christmas 1909",423.53 KB,"Family Group, Christmas 1909",,"Family Group, Christmas 1909.",Neavill,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6429/0,,,,1909,,,01297,Vol. 33,Family Group,,,
00001298.pdf,"Haywards Quadrangle Map, Bay Shoreline, Mulford Landing",301.19 KB,"Haywards Quadrangle Map, Bay Shoreline, Mulford Landing",,"Haywards Quadrangle Map, Bay Shoreline, Mulford Landing.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6430/0,,,,,,,01298,Vol. 33,"Haywards Quadrangle Map, Bay Shoreline, Mulford Landing",,,
00001299.pdf,"Elmhurst School Opening Day, 1894",496.49 KB,"Elmhurst School Opening Day, 1894",,98th Avenue - Oakland since tore down the building.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6431/0,,,,1894,,,01299,Vol. 33,"Elmhurst School Opening Day, 1894",,,
00001300.pdf,Skillen House,351.81 KB,Skillen House,,"304 Chumalia Avenue (and Jefferson). House with picket fence, backing on the creek, occupied by John Skillen and family 1883 - 1957, unoccupied for 14 years, to be torn down. Rented from Francisco Cardozo Sr. in 1883, so possibly built by him.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6432/0,,"[-122.153821,37.728018]",1300,1957,28D922,17,01300,Vol. 33,Skillen House,,,304 Chumalia Ave
00001301.pdf,"San Leandro School Band, 1914",328.73 KB,"San Leandro School Band, 1914",,The San Leandro School Band photographed in front of Lincoln School. The band was directed by Charles Way Sr. Charles Way Jr. was a San Leandro lawyer. Photgraph taken 1914.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6433/0,,,,1914,,,01301,Vol. 33,"San Leandro School Band, 1914",,,
00001302.pdf,"Automobile decorated with Cherries, 1913",393.27 KB,"Automobile decorated with Cherries, 1913",,Car belonged to Mr. Vagar and was ready for the carnival. Taken at Callan Ave. and East 14th Street.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6434/0,,,1302,1913,27D823,18,01302,Vol. 33,"Automobile decorated with Cherries, 1913",,,
00001303.pdf,"Class Picture of Lincoln School, Christmas 1911",323.21 KB,"Class Picture of Lincoln School, Christmas 1911",,"Class of 1917. Upper row: Melton Teakes, Walter -, Eugene -, unknown, Richard -, Carl -, Clarence -, unknown, - Canizarro. Middle Row: Lawrence Bartley, unknown, unknown, Frank Marks, unknown, unknown, George Vierra, Lyle Demonti, unknown, unknown, Clifford Vargas. Front Row: unknown, unknown, Ruth Ury, Ruby Mason, Marjorie Herbert, Sadie Garcia, Frances Frates, Elizabeth Bettencourt, Hazel Tate, Fred Felix, Clarence Field.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6435/0,,,,1917,,,01303,Vol. 33,"Class Picture of Lincoln School, 1911",,"Class Picture of Lincoln School, 1911",
00001304.pdf,"Class Picture, 1913",365.82 KB,"Class Picture, 1913",,"Class of 1917 in low 8th grade. Top Row: Clifford Vargas, Manuel Rose, Lyle Demonti, Frand and Joe Marks, Wesley Sullivan, - Correira, George Vieira, unknown. Second Row: Frances Frates, Pearl Strum, Annie Bertanol, Elizabeth -, Ruby Mason, Elizabeth -, Frances Canfield, Helen Tate, Elizabeth Pippin, Mrs. Lynch. Third Row: Fanella Bailey, June Clement, Virgie Cross, unknown, unknown, Alice Olympia, Ila (Pelton's niece), unknown, unknown, Sadie Garcia / Mrs. McMillan. Front Row: David Ury, John Edgar, unknown, Joseph Costa, Melton Stoakes.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6436/0,,,,1917,,,01304,Vol. 33,Class Picture   ,,Class Picture   ,
